1635511499.040603,0.11249999999999999,0.3
1635511499.5423987,0.18,0.3
1635511500.0440795,0.18,0.3
1635511500.5458345,0.135,0.3
1635511501.047733,0.18,0.3
1635511501.5501122,0.18,0.3
1635511502.052281,0.18,0.3
1635511502.5548356,0.18,0.3
1635511503.056387,0.3,0.3
1635511503.5579865,0.18,0.3
1635511504.0596056,0.3,0.3
1635511504.5612204,0.18,0.3
1635511505.0628903,0.3,0.3
1635511505.5646622,0.3,0.18
1635511506.066268,0.18,0.3
1635511506.5679417,0.3,0.18
1635511507.0695813,0.18,0.3
1635511507.5712981,0.3,0.3
1635511508.0729814,0.3,0.3
1635511508.5747612,0.3,0.18
1635511509.0771728,0.18,0.3
1635511509.5794697,0.18,0.3
1635511510.0812643,0.18,0.3
1635511510.5830817,0.3,0.18
1635511511.084997,0.0375,0.3
1635511511.5866134,0.18,0.3
1635511512.088412,0.0375,0.3
1635511512.5907238,0.0375,0.3
1635511513.0924208,0.18,0.3
1635511513.594025,0.135,0.3
1635511514.0956948,0.0375,0.3
1635511514.5973866,0.18,0.3
1635511515.099035,0.11249999999999999,0.3
1635511515.6006641,0.18,0.3
1635511516.1024559,0.0375,0.3
1635511516.6054468,0.0375,0.3
1635511517.1075501,0.18,0.3
1635511517.609657,0.0375,0.3
1635511518.1115212,0.11249999999999999,0.3
1635511518.6139169,0.3,0.18
1635511519.116102,0.135,0.3
1635511519.618434,0.18,0.3
1635511520.120043,0.18,0.3
1635511520.6215618,0.18,0.3
1635511521.1242774,0.3,0.18
1635511521.625778,0.18,0.3
1635511522.127334,0.18,0.3
1635511522.6289175,0.3,0.18
1635511523.130489,0.18,0.3
1635511523.6320856,0.18,0.3
1635511524.1342478,0.3,0.18
1635511524.635989,0.18,0.3
1635511525.1377027,0.18,0.3
1635511525.6394522,0.3,0.18
1635511526.1417358,0.3,0.18
1635511526.643056,0.18,0.3
1635511527.145198,0.18,0.3
1635511527.6474926,0.3,0.18
1635511528.1501148,0.3,0.18
1635511528.6523676,0.18,0.3
1635511529.1543837,0.3,0.18
1635511529.6568458,0.3,0.18
1635511530.159234,0.18,0.3
1635511530.6606967,0.0375,0.3
1635511531.162256,0.18,0.3
1635511531.6640296,0.18,0.3
1635511532.1657403,0.0375,0.3
1635511532.6675143,0.0375,0.3
1635511533.1695926,0.11249999999999999,0.3
1635511533.6720417,0.18,0.3
1635511534.1739497,0.0375,0.3
1635511534.6756928,0.18,0.3
1635511535.1772583,0.0375,0.3
1635511535.6788163,0.18,0.3
1635511536.1805375,0.0375,0.3
1635511536.682512,0.0375,0.3
1635511537.1840835,0.18,0.3
1635511537.6857395,0.0375,0.3
1635511538.1873605,0.18,0.3
1635511538.6891122,0.18,0.3
1635511539.1907556,0.18,0.3
1635511539.6928985,0.18,0.3
1635511540.1948078,0.18,0.3
1635511540.6965146,0.3,0.18
1635511541.1995497,0.135,0.3
1635511541.7022362,0.18,0.3
1635511542.2044394,0.3,0.18
1635511542.7066426,0.18,0.3
1635511543.2086563,0.3,0.18
1635511543.7109551,0.18,0.3
1635511544.212595,0.18,0.3
1635511544.7143612,0.3,0.18
1635511545.215987,0.18,0.3
1635511545.717598,0.3,0.18
1635511546.2192245,0.3,0.3
1635511546.720957,0.3,0.3
1635511547.2227023,0.18,0.3
1635511547.7248647,0.3,0.18
1635511548.2266934,0.18,0.3
1635511548.7284424,0.18,0.3
1635511549.2301497,0.18,0.3
1635511549.7327693,0.0375,0.3
1635511550.2351167,0.18,0.3
1635511550.7371564,0.18,0.3
1635511551.239414,0.18,0.3
1635511551.7416258,0.0375,0.3
1635511552.243138,0.18,0.3
1635511552.7446294,0.0375,0.3
1635511553.2461,0.0375,0.3
1635511553.7480483,0.0375,0.3
1635511554.2514057,0.11249999999999999,0.3
1635511554.7529888,0.11249999999999999,0.3
1635511555.2549863,0.3,0.3
1635511555.7570922,0.0,0.3
1635511556.258738,0.0375,0.3
1635511556.7604089,0.18,0.3
1635511557.2620978,0.18,0.3
1635511557.7637603,0.18,0.3
1635511558.2655091,0.18,0.3
1635511558.767444,0.3,0.18
1635511559.269037,0.18,0.3
1635511559.7707248,0.18,0.3
1635511560.2723193,0.3,0.3
1635511560.7739286,0.18,0.3
1635511561.2755396,0.3,0.18
1635511561.7771647,0.18,0.3
1635511562.2787793,0.3,0.3
1635511562.7803874,0.3,0.3
1635511563.2820022,0.18,0.3
1635511563.783732,0.3,0.18
1635511564.2859364,0.3,0.3
1635511564.7879643,0.3,0.3
1635511565.2897208,0.3,0.3
1635511565.7915342,0.3,0.3
1635511566.2937768,0.3,0.3
1635511566.7955823,0.18,0.3
1635511567.297304,0.0375,0.3
1635511567.7988796,0.18,0.3
1635511568.3005767,0.135,0.3
1635511568.8026335,0.135,0.3
1635511569.304381,0.18,0.3
1635511569.8059838,0.0375,0.3
1635511570.3075624,0.18,0.3
1635511570.8095856,0.0375,0.3
1635511571.3110545,0.0375,0.3
1635511571.8126166,0.11249999999999999,0.3
1635511572.3143275,0.11249999999999999,0.3
1635511572.815946,0.18,0.3
1635511573.3180773,0.11249999999999999,0.3
1635511573.8204296,0.135,0.3
1635511574.3226225,0.135,0.3
1635511574.824878,0.18,0.3
1635511575.3265748,0.18,0.3
1635511575.8281407,0.18,0.3
1635511576.329687,0.3,0.3
1635511576.8312302,0.18,0.3
1635511577.3328295,0.18,0.3
1635511577.8345401,0.3,0.3
1635511578.33616,0.18,0.3
1635511578.838106,0.3,0.18
1635511579.339757,0.18,0.3
1635511579.8414562,0.3,0.18
1635511580.3429832,0.18,0.3
1635511580.844707,0.18,0.3
1635511581.346845,0.3,0.18
1635511581.8489857,0.3,0.18
1635511582.3506906,0.18,0.3
1635511582.8523765,0.3,0.3
1635511583.354103,0.18,0.3
1635511583.855914,0.3,0.3
1635511584.3576896,0.135,0.3
1635511584.8594263,0.18,0.3
1635511585.3610003,0.0375,0.3
1635511585.862556,0.18,0.3
1635511586.3641155,0.18,0.3
1635511586.8660238,0.0375,0.3
1635511587.368535,0.0375,0.3
1635511587.8700175,0.18,0.3
1635511588.3714957,0.135,0.3
1635511588.8731692,0.18,0.3
1635511589.37479,0.0375,0.3
1635511589.8764057,0.18,0.3
1635511590.3784802,0.0375,0.3
1635511590.8800597,0.0375,0.3
1635511591.3817196,0.18,0.3
1635511591.883677,0.0375,0.3
1635511592.3854625,0.18,0.3
1635511592.887221,0.18,0.3
1635511593.394259,0.18,0.3
1635511593.895981,0.3,0.3
1635511594.3975434,0.18,0.3
1635511594.899124,0.18,0.3
1635511595.4006019,0.18,0.3
1635511595.902125,0.3,0.18
1635511596.403684,0.18,0.3
1635511596.905277,0.18,0.3
1635511597.4070334,0.3,0.18
1635511597.9089003,0.18,0.3
1635511598.410953,0.3,0.18
1635511598.9126318,0.18,0.3
1635511599.414599,0.3,0.18
1635511599.916581,0.18,0.3
1635511600.4184506,0.3,0.18
1635511600.9201686,0.18,0.3
1635511601.4219007,0.3,0.18
1635511601.923661,0.3,0.3
1635511602.42542,0.3,0.18
1635511602.9270403,0.3,0.3
1635511603.4286432,0.18,0.3
1635511603.9302247,0.0375,0.3
1635511604.4318,0.135,0.3
1635511604.9336073,0.18,0.3
1635511605.4352205,0.0375,0.3
1635511605.9368541,0.0375,0.3
1635511606.4386806,0.0375,0.3
1635511606.9404862,0.18,0.3
1635511607.4422212,0.18,0.3
1635511607.943932,0.0375,0.3
1635511608.445806,0.0375,0.3
1635511608.9475372,0.3,0.3
1635511609.4492733,0.0,0.3
1635511609.951048,0.0,0.3
1635511610.4526381,0.0,0.3
1635511610.9543679,0.11249999999999999,0.3
1635511611.456344,0.18,0.3
1635511611.9579625,0.18,0.3
1635511612.4595785,0.18,0.3
1635511612.9611878,0.3,0.3
1635511613.4628253,0.18,0.3
1635511613.9644706,0.18,0.3
1635511614.4661968,0.3,0.18
1635511614.9684474,0.18,0.3
1635511615.4704857,0.18,0.3
1635511615.9721286,0.3,0.18
1635511616.4737713,0.18,0.3
1635511616.9762688,0.3,0.18
1635511617.4786208,0.18,0.3
1635511617.9804652,0.3,0.3
1635511618.4821475,0.3,0.3
1635511618.983785,0.3,0.3
1635511619.485899,0.3,0.3
1635511619.9875941,0.3,0.3
1635511620.489311,0.3,0.3
1635511620.990945,0.0375,0.3
1635511621.4925656,0.0375,0.3
1635511621.99425,0.3,0.3
1635511622.4959297,0.0375,0.3
1635511622.997612,0.18,0.3
1635511623.499268,0.0375,0.3
1635511624.0009377,0.18,0.3
1635511624.5027106,0.0375,0.3
1635511625.0044637,0.0375,0.3
1635511625.5070407,0.11249999999999999,0.3
1635511626.0094602,0.11249999999999999,0.3
1635511626.511918,0.11249999999999999,0.3
1635511627.0141392,0.18,0.3
1635511627.5163317,0.11249999999999999,0.3
1635511628.0189605,0.135,0.3
1635511628.5205028,0.18,0.3
1635511629.0220604,0.18,0.3
1635511629.523532,0.18,0.3
1635511630.02507,0.18,0.3
1635511630.5267115,0.18,0.3
1635511631.0283473,0.18,0.3
1635511631.5304997,0.3,0.3
1635511632.032085,0.3,0.3
1635511632.5337992,0.18,0.3
1635511633.0356011,0.3,0.18
1635511633.5376117,0.18,0.3
1635511634.0394602,0.18,0.3
1635511634.54127,0.3,0.18
1635511635.0429916,0.3,0.18
1635511635.5445974,0.135,0.3
1635511636.0463326,0.18,0.3
1635511636.547987,0.3,0.18
1635511637.0496821,0.3,0.18
1635511637.5514758,0.18,0.3
1635511638.0535688,0.18,0.3
1635511638.5552104,0.3,0.18
1635511639.0568926,0.3,0.3
1635511639.5585878,0.3,0.3
1635511640.0607152,0.18,0.3
1635511640.562862,0.0375,0.3
1635511641.0648112,0.18,0.3
1635511641.5665507,0.135,0.3
1635511642.06909,0.135,0.3
1635511642.5712287,0.135,0.3
1635511643.0734282,0.0375,0.3
1635511643.5754752,0.18,0.3
1635511644.0775356,0.0375,0.3
1635511644.5797675,0.0375,0.3
1635511645.0820496,0.11249999999999999,0.3
1635511645.584251,0.18,0.3
1635511646.0864646,0.0375,0.3
1635511646.5880396,0.0375,0.3
1635511647.089574,0.18,0.3
1635511647.5913162,0.18,0.3
1635511648.093096,0.18,0.3
1635511648.595016,0.18,0.3
1635511649.0967999,0.18,0.3
1635511649.5985708,0.18,0.3
1635511650.1005664,0.18,0.3
1635511650.6028051,0.3,0.18
1635511651.1044965,0.135,0.3
1635511651.6062238,0.3,0.3
1635511652.1079333,0.18,0.3
1635511652.609621,0.3,0.18
1635511653.111203,0.18,0.3
1635511653.6128075,0.3,0.3
