1635511430.789314,0.3,0.144
1635511431.2917504,0.18,0.3
1635511431.7935467,0.3,0.18
1635511432.2952156,0.3,0.3
1635511432.7973335,0.18,0.3
1635511433.299426,0.3,0.18
1635511433.8012831,0.18,0.3
1635511434.3031294,0.3,0.18
1635511434.8047907,0.18,0.3
1635511435.3064208,0.3,0.3
1635511435.817679,0.3,0.18
1635511436.319911,0.18,0.3
1635511436.821941,0.11249999999999999,0.3
1635511437.3243396,0.3,0.3
1635511437.8265603,0.0375,0.3
1635511438.328773,0.18,0.3
1635511438.8305292,0.18,0.3
1635511439.332365,0.0375,0.3
1635511439.8341486,0.18,0.3
1635511440.3358948,0.0375,0.3
1635511440.8377767,0.135,0.3
1635511441.3403497,0.135,0.3
1635511441.8426113,0.11249999999999999,0.3
1635511442.3449042,0.18,0.3
1635511442.8464863,0.0375,0.3
1635511443.348203,0.0375,0.3
1635511443.8499322,0.18,0.3
1635511444.3515015,0.0375,0.3
1635511444.853097,0.11249999999999999,0.3
1635511445.3548682,0.3,0.18
1635511445.8564072,0.135,0.3
1635511446.358139,0.18,0.3
1635511446.8601854,0.18,0.3
1635511447.3619251,0.18,0.3
1635511447.8637362,0.3,0.18
1635511448.3654835,0.18,0.3
1635511448.8673444,0.18,0.3
1635511449.3690133,0.3,0.18
1635511449.870668,0.11249999999999999,0.3
1635511450.3723123,0.3,0.18
1635511450.873943,0.18,0.3
1635511451.375672,0.3,0.3
1635511451.877414,0.3,0.3
1635511452.3790684,0.3,0.3
1635511452.8807452,0.3,0.3
1635511453.3823342,0.18,0.3
1635511453.883914,0.3,0.18
1635511454.385624,0.3,0.18
1635511454.8873663,0.18,0.3
1635511455.389126,0.3,0.18
1635511455.8909452,0.3,0.3
1635511456.3926194,0.18,0.3
1635511456.8943594,0.0375,0.3
1635511457.3968017,0.135,0.3
1635511457.8992429,0.18,0.3
1635511458.4012766,0.0375,0.3
1635511458.9031413,0.0375,0.3
1635511459.404848,0.18,0.3
1635511459.9063056,0.0375,0.3
1635511460.40811,0.18,0.3
1635511460.9096482,0.0375,0.3
1635511461.411112,0.18,0.3
1635511461.9125845,0.0375,0.3
1635511462.414054,0.0375,0.3
1635511462.915624,0.18,0.3
1635511463.4172661,0.0375,0.3
1635511463.918946,0.18,0.3
1635511464.420601,0.11249999999999999,0.3
1635511464.922363,0.18,0.3
1635511465.424024,0.18,0.3
1635511465.9258034,0.3,0.3
1635511466.4278219,0.18,0.3
1635511466.9295912,0.18,0.3
1635511467.4314125,0.3,0.18
1635511467.9331193,0.18,0.3
1635511468.435154,0.18,0.3
1635511468.9366584,0.3,0.18
1635511469.438139,0.18,0.3
1635511469.939675,0.18,0.3
1635511470.4411407,0.3,0.18
1635511470.9425938,0.3,0.3
1635511471.444056,0.3,0.3
1635511471.9456377,0.18,0.3
1635511472.4472091,0.3,0.3
1635511472.948921,0.3,0.18
1635511473.4510412,0.3,0.18
1635511473.9529755,0.135,0.3
1635511474.4548619,0.135,0.3
1635511474.9564579,0.135,0.3
1635511475.458226,0.18,0.3
1635511475.9601004,0.0375,0.3
1635511476.461966,0.3,0.3
1635511476.9639015,0.0375,0.3
1635511477.4654844,0.0375,0.3
1635511477.9672632,0.18,0.3
1635511478.4687786,0.0375,0.3
1635511478.9703026,0.18,0.3
1635511479.4717894,0.0375,0.3
1635511479.9730666,0.0375,0.3
1635511480.4745872,0.11249999999999999,0.3
1635511480.9761083,0.3,0.3
1635511481.477824,0.0,0.3
1635511481.979895,0.0375,0.3
1635511482.482038,0.18,0.3
1635511482.9838014,0.18,0.3
1635511483.4855175,0.18,0.3
1635511483.987311,0.18,0.3
1635511484.4890528,0.3,0.18
1635511484.9908628,0.18,0.3
1635511485.4925878,0.18,0.3
1635511485.9943247,0.3,0.18
1635511486.4958892,0.18,0.3
1635511486.9975698,0.3,0.3
1635511487.499216,0.18,0.3
1635511488.000808,0.3,0.18
1635511488.5023825,0.18,0.3
1635511489.0039825,0.3,0.3
1635511489.5056684,0.18,0.3
1635511490.0075912,0.3,0.18
1635511490.5094204,0.3,0.3
1635511491.0112205,0.3,0.3
1635511491.5131254,0.3,0.18
1635511492.0151095,0.18,0.3
1635511492.5167701,0.3,0.3
1635511493.0189757,0.18,0.3
1635511493.5213246,0.135,0.3
1635511494.0236878,0.18,0.3
1635511494.5258265,0.135,0.3
1635511495.0273962,0.0375,0.3
1635511495.5289674,0.18,0.3
1635511496.0306003,0.18,0.3
1635511496.5322208,0.0375,0.3
1635511497.0338845,0.0375,0.3
1635511497.535504,0.18,0.3
1635511498.037092,0.11249999999999999,0.3
1635511498.538792,0.0375,0.3
