1635511384.59593558,-0.00500200,-0.01952000,1.02406800,0.12314978,0.12332842,-0.25499250,0.53971750,0.19923750,0.26351944,-1.75957322,0.04618533
1635511384.65830326,-0.00622200,-0.02013000,1.02480000,0.06293705,0.10905423,-0.21999250,0.64471750,0.05923750,0.26351944,-1.75957322,0.04618533
1635511384.71984816,-0.00475800,-0.01683600,1.02394600,0.11472007,-0.02199671,-0.04499250,0.29471750,0.05923750,0.25153464,-1.75591932,0.04106986
1635511384.78148389,-0.00512400,-0.01939800,1.02455600,-0.02995112,0.08071937,0.02500750,0.15471750,-0.11576250,0.25752704,-1.75957322,0.04560070
1635511384.84301615,-0.00634400,-0.01878800,1.02272600,0.04326346,0.07455365,-0.18499250,0.53971750,-0.08076250,0.25752704,-1.75957322,0.04560070
1635511384.90454578,-0.00622200,-0.01769000,1.02589800,0.03495868,-0.06863723,-0.07999250,0.43471750,0.19923750,0.26527331,-1.75138848,0.04779304
1635511384.96832657,-0.00561200,-0.01769000,1.02528800,-0.01614114,-0.36217396,-0.14999250,0.22471750,-0.04576250,0.26015785,-1.75884244,0.04019293
1635511385.03020573,-0.00524600,-0.01866600,1.02504400,0.22220247,0.00577874,0.02500750,0.18971750,-0.08076250,0.26015785,-1.75884244,0.04019293
1635511385.09198761,-0.00512400,-0.01842200,1.02467800,0.02472377,-0.00116295,-0.07999250,0.50471750,-0.11576250,0.25621163,-1.76205788,0.04998538
1635511385.15355492,-0.00463600,-0.01903200,1.02809400,0.04854162,0.05906770,-0.14999250,0.53971750,-0.08076250,0.25665010,-1.75723473,0.04808536
1635511385.21510816,-0.00573400,-0.01830000,1.02431200,-0.01312530,0.14083526,0.09500750,0.18971750,-0.15076250,0.25665010,-1.75723473,0.04808536
1635511385.27670479,-0.00549000,-0.01720200,1.02370200,0.09280697,0.01934130,-0.07999250,0.43471750,0.09423750,0.25840398,-1.76366559,0.04165449
1635511385.33838320,-0.00585600,-0.01915400,1.02382400,-0.01708056,0.04685439,-0.11499250,0.50471750,-0.01076250,0.25840398,-1.76366559,0.04165449
1635511385.40057588,-0.00500200,-0.01988600,1.02345800,0.13273065,-0.19885053,-0.07999250,0.25971750,-0.08076250,0.26293481,-1.75986554,0.04633148
1635511385.46537328,-0.00500200,-0.02049600,1.02370200,-0.08726141,-0.00895596,0.30500750,-0.16028250,-0.25576250,0.25299620,-1.75591932,0.04793920
1635511385.52786660,-0.00475800,-0.01781200,1.02541000,0.04936589,-0.01909662,-0.00999250,0.22471750,-0.25576250,0.25299620,-1.75591932,0.04793920
1635511385.59002686,-0.00573400,-0.02061800,1.02821600,-0.09403309,0.17455183,0.09500750,0.18971750,-0.25576250,0.25606548,-1.75723473,0.04589301
1635511385.65185642,-0.00524600,-0.01708000,1.02345800,-0.31097686,0.23128121,-0.04499250,0.22471750,-0.11576250,0.25767319,-1.75548085,0.04209296
1635511385.71381593,-0.00549000,-0.01903200,1.02541000,-0.22926072,-0.05544359,-0.14999250,0.53971750,0.02423750,0.25767319,-1.75548085,0.04209296
1635511385.77564430,-0.00732000,-0.01720200,1.02309200,0.08798422,0.12371767,-0.00999250,0.46971750,-0.18576250,0.25080386,-1.75928091,0.03800058
1635511385.83754063,-0.00549000,-0.02013000,1.02480000,-0.07060954,0.01925227,-0.14999250,0.08471750,-0.15076250,0.25080386,-1.75928091,0.03800058
1635511385.90011334,-0.00597800,-0.01732400,1.02602000,0.08737519,0.08701884,-0.11499250,0.39971750,-0.01076250,0.25869629,-1.75957322,0.05173926
1635511385.96182179,-0.00402600,-0.01915400,1.03041200,0.13895591,-0.09092364,-0.14999250,1.51971750,0.33923750,0.25723473,-1.75431160,0.04545455
1635511386.02589631,-0.00573400,-0.02220400,1.02919200,-0.18120658,0.11299025,0.41000750,-0.33528250,-0.36076250,0.25723473,-1.75431160,0.04545455
1635511386.08799171,-0.00500200,-0.01781200,1.02846000,-0.02584789,-0.04978811,-0.21999250,0.64471750,0.37423750,0.25460392,-1.76103479,0.04355452
1635511386.14974380,-0.00536800,-0.02025200,1.02370200,-0.11388993,0.00956260,-0.04499250,0.39971750,-0.11576250,0.26205788,-1.76118094,0.04077755
1635511386.21149755,-0.00573400,-0.01878800,1.02480000,-0.00082636,0.03036222,0.09500750,0.11971750,-0.11576250,0.26205788,-1.76118094,0.04077755
1635511386.27426434,-0.00536800,-0.01878800,1.02406800,0.00514134,0.01222620,0.06000750,-0.16028250,-0.18576250,0.25825782,-1.75314236,0.04004677
1635511386.33610010,-0.00475800,-0.02000800,1.02126200,-0.06766353,0.03400177,0.09500750,0.25971750,-0.29076250,0.25036539,-1.75811166,0.04516223
1635511386.39793825,-0.00671000,-0.02061800,1.02443400,0.05705661,0.14967029,-0.04499250,0.43471750,-0.43076250,0.25036539,-1.75811166,0.04516223
1635511386.45975137,-0.00475800,-0.01988600,1.02370200,-0.14278169,0.17343663,0.09500750,0.25971750,-0.08076250,0.26045016,-1.75855013,0.04516223
1635511386.52201819,-0.00549000,-0.01744600,1.02663000,0.12031178,0.01927065,0.02500750,0.39971750,-0.01076250,0.26045016,-1.75855013,0.04516223
1635511386.58498168,-0.00402600,-0.01939800,1.02516600,-0.02288854,-0.06257768,-0.18499250,0.53971750,-0.08076250,0.25723473,-1.75942707,0.05027770
1635511386.64678836,-0.00512400,-0.01878800,1.02370200,0.00326434,-0.00089179,0.06000750,0.08471750,-0.25576250,0.25825782,-1.75971938,0.04954692
1635511386.70863676,-0.00549000,-0.01976400,1.02821600,-0.10085361,-0.02255074,-0.18499250,0.04971750,-0.29076250,0.25825782,-1.75971938,0.04954692
1635511386.77074742,-0.00512400,-0.01854400,1.02541000,0.13361575,-0.04884181,-0.21999250,0.53971750,0.19923750,0.25401929,-1.75606548,0.05042385
1635511386.83276176,-0.00561200,-0.01903200,1.02419000,-0.05223725,-0.05674979,-0.11499250,0.32971750,-0.22076250,0.25533470,-1.76264250,0.04296989
1635511386.89566469,-0.00524600,-0.01915400,1.02589800,0.07595517,-0.13600067,-0.18499250,0.81971750,-0.18576250,0.25533470,-1.76264250,0.04296989
1635511386.95943832,-0.00488000,-0.01781200,1.02565400,0.05142102,0.04219705,-0.11499250,0.50471750,0.16423750,0.26351944,-1.76176557,0.04793920
1635511387.02192211,-0.00463600,-0.01793400,1.02431200,-0.01706365,0.46528601,-0.14999250,0.53971750,-0.25576250,0.22610348,-1.75708857,0.04413914
1635511387.08408904,-0.00524600,-0.01842200,1.02724000,0.27303333,0.00463372,-0.35999250,0.92471750,-0.01076250,0.26088863,-1.75708857,0.04413914
1635511387.14592314,-0.00536800,-0.01744600,1.02602000,0.07543482,0.01366640,0.06000750,0.32971750,-0.15076250,0.25095001,-1.75679626,0.05086232
1635511387.20884013,-0.00585600,-0.01866600,1.02406800,-0.00262908,0.04406132,-0.25499250,0.67971750,0.12923750,0.25095001,-1.75679626,0.05086232
1635511387.27074146,-0.00585600,-0.01488400,1.02724000,0.22456623,-0.15835130,-0.35999250,0.81971750,0.05923750,0.25971938,-1.75372698,0.04954692
1635511387.33274198,-0.00561200,-0.01903200,1.02516600,-0.11105327,0.31907013,-0.07999250,0.43471750,0.09423750,0.24948845,-1.75957322,0.04560070
1635511387.39492130,-0.00451400,-0.01964200,1.02467800,-0.10471558,-0.20579297,0.16500750,0.01471750,-0.18576250,0.24948845,-1.75957322,0.04560070
1635511387.45699453,-0.00463600,-0.01915400,1.02419000,-0.06994494,-0.02863794,-0.14999250,0.29471750,-0.29076250,0.25109617,-1.76001169,0.05144695
1635511387.52042198,-0.00549000,-0.01915400,1.02382400,-0.06188994,0.02061087,-0.11499250,0.46971750,-0.11576250,0.25986554,-1.75738088,0.04106986
1635511387.58325648,-0.00475800,-0.01732400,1.02492200,-0.04320975,-0.02169356,-0.32499250,0.78471750,-0.01076250,0.25986554,-1.75738088,0.04106986
1635511387.64468694,-0.00512400,-0.01915400,1.02431200,0.04083958,0.02062115,0.09500750,0.15471750,-0.08076250,0.25562701,-1.76147325,0.04910845
1635511387.71182489,-0.00524600,-0.01866600,1.02553200,0.01195503,0.01222685,-0.07999250,0.22471750,-0.11576250,0.25679626,-1.76088863,0.04165449
